,p_id,name,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes
270,17049104,Anouk Women Turquoise Blue And Orange Geometric Printed Pure Cotton Kurti with Trousers,2999,Turquoise Blue,Anouk,http://assets.myntassets.com/assets/images/17049104/2022/4/14/29efec64-1ee2-4c33-993a-f4e7dbb436221649921157201-Anouk-Women-Kurta-Sets-3101649921156634-1.jpg,13,4.846153846,"Turquoise blue printed Kurti with Trousers <br> <br> <b> Kurti design:  </b> <ul> <li> Geometric printed </li> <li> A-line shape </li> <li> Regular style </li> <li> Shirt collar,  three-quarter regular sleeves </li> <li> Above knee length with curved hem </li> <li> Pure cotton machine weave fabric </li> </ul> <br> <b> Trousers design:  </b> <ul> <li> Solid Trousers </li> <li> Partially elasticated waistband </li> <li> Slip-on closure </li> </ul>The model (height 5'8) is wearing a size STop fabric:  Pure Cotton <br> Bottom fabric:  Pure Cotton <br> Hand wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Shirt Collar', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Geometric', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Curved', 'Top Length': 'Above Knee', 'Top Pattern': 'Printed', 'Top Shape': 'A-Line', 'Top Type': 'Kurti', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
271,16101270,AHIKA Women Red Ethnic Motifs Printed Regular Pure Cotton Kurta with Trousers & With Dupatta,3748,Red,AHIKA,http://assets.myntassets.com/assets/images/16101270/2021/11/15/febcc850-4153-4409-a306-141437ba32741636979843312AHIKAWomenRedEthnicMotifsPrintedEmpirePureCottonKurtawithTro1.jpg,142,4.133802817,"Red printed Kurta with Trousers with dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Knee length with straight hem</li><li>Pure cotton machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Printed Trousers</li><li>Partially elasticated waistband</li><li>Slip-on closure</li><li>Comes with dupatta, has taping border</li></ul>Dupatta Length:: 2.25 meters Width: 1.0 meters<br>The model (height 5'8) is wearing a size SKurta fabric: pure cotton<br>Bottom fabric: pure cotton<br>Dupatta fabric: pure cotton<br>Machine Wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Printed', 'Dupatta Fabric': 'Pure Cotton', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Knee Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
272,7177279,Varanga Women Black & Golden Ethnic Foil Print Sequinned Pleated A-Line Kurta,2999,Black,Varanga,http://assets.myntassets.com/assets/images/7177279/2018/8/27/0ba5ac35-fc8e-45cc-8401-ab0962d7eba71535375771718-Varanga-Women-Black--Gold-Toned-Printed-A-Line-Kurta-1191535375771480-1.jpg,2710,4.331734317,"<ul><li>Colour: Black and golden</li><li>Ethnic foil print</li><li>Round collar</li><li>Three-quarter sleeves&nbsp;</li><li>Thread work and sequinned detail</li><li>A-line design</li><li>Tie-up detail</li><li>Flared hem</li><li>Ankle length</li><li>Pleated</li></ul>The model (height 5'8"") is wearing a size S100% Viscose Rayon<br>Hand-wash","{'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Colour Family': 'Monochrome', 'Design Styling': 'Pleated', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Fabric Purity': 'Synthetic', 'Hemline': 'Flared', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Thread Work', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'A-Line', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Foil Print', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
273,18848596,Envy Me by FASHOR Women Cream-Coloured Geometric Printed Satin Kurta,2699,Cream,Envy Me by FASHOR,http://assets.myntassets.com/assets/images/18848596/2022/6/24/6ade9f4e-6536-4ce8-a110-f716123f9d821656057828256EnvyMebyFASHORWomenCream-ColouredGeometricPrintedSatinKurta1.jpg,,,"<ul> <li> Colour: cream-coloured </li> <li> Geometric printed </li> <li> Mandarin collar </li> <li> Three-quarter,  regular sleeves </li> <li> A-line shape with panelled style </li> <li> Sequinned detail </li> <li> Calf length with flared hem </li> <li> Knitted and woven regular satin </li> </ul><br> The model (height 5'8) is wearing a size S<p>Satin</p>","{'Body Shape ID': '333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'Satin items are to be washed by hand or on the delicate cycle of your washer<br>\r\nUse cold water along with a gentle detergent<br>\r\nWhen hand-washing, let the item soak in sudsy water for about 3 to 5 minutes<br>\r\nDO NOT wring or twist your satin clothing as it will cause it to loose its shape', 'Colour Family': 'Pastel', 'Design Styling': 'Panelled', 'Fabric': 'Satin', 'Fabric 2': 'Satin', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Mandarin Collar', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'Sequins', 'Pattern': 'Printed', 'Print or Pattern Type': 'Geometric', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Front Slit', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Knitted and Woven'}"
274,11862392,Vishudh Women Brown Asymmetric Hem Printed A-Line Kurta,2449,Brown,Vishudh,http://assets.myntassets.com/assets/images/11862392/2020/5/18/7b7aa57a-25b1-4a50-a933-f3312698fc581589798266590VishudhWomenBrownPrintedA-LineKurta1.jpg,139,3.568345324,"Brown printed A-line kurta, has a round neck, three-quarter sleeves, and asymmetric hemThe model (height 5'8"") is wearing a size SMaterial: 100% Polyester<br>Machine Wash","{'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Colour Family': 'Pastel', 'Design Styling': 'Pleated', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Asymmetric', 'Length': 'Calf Length', 'Main Trend': 'Asymmetric', 'Neck': 'Round Neck', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
275,13932854,anayna Women Yellow & Off-White Solid Kurta with Sharara,3198,Yellow,anayna,http://assets.myntassets.com/assets/images/13932854/2021/4/15/89948f11-101a-437f-bee7-6887ae384cf21618463260197-Anayna-Womens--Cotton-sharara-Suit-Set-3061618463259325-1.jpg,168,4.422619048,"Yellow and off-white solid kurta with sharara<br>Yellow solid straight above knee kurta, has shoulder straps, straight hem, side slits<br>Yellow and off-white Printed sharara, has elasticated waistband, slip-on closureTop fabric: Pure Cotton<br>Bottom fabric: Pure Cotton<br>Machine-washThe model (height 5'8"") is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Sharara', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Square Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Sleeveless', 'Sleeve Styling': 'No Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Screen', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Above Knee', 'Top Pattern': 'Solid', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
276,19040588,KARAJ JAIPUR Women Peach-Coloured Top with Sharara & With Dupatta,4995,Peach,KARAJ JAIPUR,http://assets.myntassets.com/assets/images/19040588/2022/7/9/c233ada6-3b5b-426e-83fb-0f36a846a7bf1657376723781KurtaSets1.jpg,,,"Peach-coloured solid Top with Sharara with dupatta <br> <br> <b> Top design:  </b> <ul> <li> Solid </li> <li> Straight shape </li> <li> Regular style </li> <li> Keyhole neck,  three-quarter regular sleeves </li> <li> Above knee length with straight hem </li> <li> Poly chanderi machine weave fabric </li> </ul> <br> <b> Sharara design:  </b> <ul> <li> Solid Sharara </li> <li> Elasticated waistband </li> <li> Slip-on closure </li> </ul>Top Fabric: Poly Chanderi<br>Bottom Fabric: Pure Cotton<br>Gentle Wash Or Dry Clean OnlyThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Sharara', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Printed', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'Solid', 'Main Trend': 'Pastels', 'Neck': 'Keyhole Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Beads and Stones', 'Pattern Coverage': 'Yoke or Border', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Poly Chanderi', 'Top Hemline': 'Straight', 'Top Length': 'Above Knee', 'Top Pattern': 'Solid', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Bride & Wedding Squad'}"
277,2467322,Vishudh Women Navy Blue & Mustard Printed Anarkali Kurta,1749,Navy Blue,Vishudh,http://assets.myntassets.com/assets/images/2467322/2019/7/9/9fa0fa19-de32-4d82-b8a7-a6aad38092631562654482647-Vishudh-Women-Navy-Blue--Mustard-Printed-Anarkali-Kurta-3321-1.jpg,254,4.118110236,"Navy Blue and mustard printed anarkali kurta, has a round neck, three-quarter sleeves, flared hem, front slitCotton<br> Machine-washThe model (height 5'8"") is wearing a size S","{'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Colour Family': 'Indigo', 'Design Styling': 'High Slit', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Ankle Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'Anarkali', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Front Slit', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
278,16877614,Nayo Women Multicoloured & bracken Ethnic Motifs Printed Keyhole Neck Chikankari Kurta,1299,Multi,Nayo,http://assets.myntassets.com/assets/images/16877614/2022/1/19/6f963f47-dc90-4f5f-b0a0-09e25c9b6bc51642585687027WomenMultiPrintedStraightKurtaWithThreeQuarterSleeves1.jpg,93,4.268817204,"<ul> <li> Colour: multicoloured and bracken </li> <li> Ethnic motifs printed </li> <li> Keyhole neck </li> <li> Three-quarter,  regular sleeves </li> <li> Straight shape with panelled style </li> <li> Chikankari detail </li> <li> Ankle length with flared hem </li> <li> Machine weave regular cotton </li> </ul><br> The model (height 5'8) is wearing a size S<p>Hand Wash</p>","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Care for me': '', 'Colour Family': 'Earthy', 'Design Styling': 'Panelled', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Ankle Length', 'Main Trend': 'NA', 'Neck': 'Keyhole Neck', 'Number of Pockets': '1', 'Occasion': 'Daily', 'Ornamentation': 'Chikankari', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'Straight', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Front Slit', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Screen Print', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
279,18985344,Melange by Lifestyle Women White Ethnic Motifs Printed Kurta with Trousers & With Dupatta,2999,Off White,Melange by Lifestyle,http://assets.myntassets.com/assets/images/18985344/2022/7/6/70812f4c-a524-44b5-8372-0d4296f2f5a81657092949252MelangebyLifestyleWhiteKurtaSetsViscoseRayon1.jpg,,,"White printed Kurta with Trousers with dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Calf length with straight hem</li><li>Viscose rayon machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Printed Trousers</li><li>Elasticated waistband</li><li>Slip-on closure</li><li>Comes with dupatta</li></ul>Viscose Rayon<br>Machine WashThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Viscose Rayon', 'Dupatta Pattern': 'Solid', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
280,12711000,Inddus Women Pink Embroidered Kurta with Palazzos & Dupatta,6999,Pink,Inddus,http://assets.myntassets.com/assets/images/12711000/2020/12/5/9e908093-0b3f-49fd-af6c-cccb0fcc1bea1607164889285-Inddus-Women-Pink-Embroidered-Kurta-with-Palazzos--Dupatta-3-1.jpg,602,4.26744186,"Pink embroidered kurta with palazzos and dupatta<br> Pink straight calf length kurta, has a round neck, three-quarter sleeves, side slits<br>Pink  solid palazzos, has elasticated waistband, slip-on closure<br>Pink solid dupatta, has taping borderKurta fabric: chanderi cotton<br>Bottom fabric: cotton blend<br>Dupatta fabric: net<br>Dry-cleanThe model (height 5'8"") is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Net', 'Dupatta Pattern': 'Solid', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Zari', 'Pattern Coverage': 'Yoke or Border', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Chanderi Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Embroidered', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
281,16190866,Anouk Women Blue & White Floral Embroidered Thread Work Pure Cotton Kurta,1999,Blue,Anouk,http://assets.myntassets.com/assets/images/16190866/2022/6/15/cfdd0bf0-b86d-497f-8ab4-4b34e094d41e1655288691401-Anouk-Women-Blue-Kurta-4421655288690754-1.jpg,22,3.909090909,"<ul> <li> Colour: blue and white </li> <li> Floral embroidered </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Straight shape with regular style </li> <li> Thread work detail </li> <li> Knee length with straight hem </li> <li> Machine weave regular cotton </li> </ul>100% Cotton<br>Machine wash<br>Size worn by the model: S<br>Chest: 32""<br>Height: 5'6""<br>","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Care for me': 'NA', 'Colour Family': 'Pastel', 'Design Styling': 'Regular', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Straight', 'Length': 'Knee Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'Thread Work', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Floral', 'Shape': 'Straight', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
282,11074238,Janasya Women Pink & White Printed Straight Kurta,1199,Pink,Janasya,http://assets.myntassets.com/assets/images/productimage/2019/11/28/27caa455-4cb6-4da3-bbde-f753bd25c66c1574913835622-1.jpg,1275,4.321568627,"Pink and White printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slitsMaterial: Cotton<br> Hand WashThe model (height 5'8"") is wearing a size S","{'Body Shape ID': '424', 'Body or Garment Size': 'Garment Measurements in', 'Colour Family': 'Bright', 'Design Styling': 'Regular', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Straight', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Woven Design', 'Shape': 'Straight', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
283,17923630,Biba Women Orange & Golden Ethnic Motifs Printed Kurta with Trousers & Dupatta,3599,Orange,Biba,http://assets.myntassets.com/assets/images/17923630/2022/5/17/be156a00-8474-47d3-b194-460b19e532691652758388417-Biba-Women-Kurta-Sets-5011652758387575-1.jpg,9,4.222222222,"Orange printed Kurta with Trousers and dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Calf length with curved hem</li><li>Viscose rayon machine weave fabric</li></ul><b>Trousers design: </b><ul><li>Solid Trousers</li><li>Partially elasticated waistband</li><li>Drawstring closure</li></ul>Top fabric: 100% viscose<br>Bottom fabric: 100% viscose<br>Hand-wash<br>Size worn by the model: 32<br>Chest: 32""<br>Waist: 28""<br>Hips: 33""<br>Height: 5'7""<br>","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Drawstring', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Solid', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Gotta Patti', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Curved', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
284,16629682,Sangria Women Sea Green & Coral Orange Ethnic Motifs Printed Kurta with Trousers,3399,Sea Green,Sangria,http://assets.myntassets.com/assets/images/16629682/2022/2/3/cb388401-b8dd-4e20-836d-21befe1657141643862180930-Sangria-Women-Kurta-Sets-9231643862180019-1.jpg,7,3.571428571,"<b>ABOUT THE BRAND</b><br>Sangria is a ready-to-wear brand that focuses on a global Indian woman. Sangria has a unique signature style with an electric collection of fabrics, colors, and patterns. The brand has a modern take on traditional Indian motifs and designs with a wide range of offerings.<br><br><b>PRODUCT DESCRIPTION</b><br>Flaunting the ethnic print, this sea green, coral orange and white kurta set has an edgy aesthetic look. With round neck, three-quarter sleeves, and striking comfy trousers, this Sangria kurta set is one you'll be eager to show off at functions, or anywhere else your heart desires.<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>A-line shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>2 pockets</li><li>Calf length with flared hem</li><li>Cotton blend machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Printed Churidar</li><li>Partially elasticated waistband</li><li>Slip-on closure</li></ul>Top fabric: Cotton Blend<br>Bottom fabric: Pure Cotton<br>Machine washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': '2', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Cotton Blend', 'Top Hemline': 'Flared', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'A-Line', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
285,12705418,ZIYAA Women Navy Blue & Red Printed Straight Kurta,1647,Navy Blue,ZIYAA,http://assets.myntassets.com/assets/images/productimage/2020/10/9/67420005-b1cd-4e76-99fd-e1a14ec4782c1602203209599-1.jpg,717,3.892608089,"Navy Blue and Red printed straight kurta, has a keyhole neck, sleeveless, straight hem, and side slitsThe model (height 5'8"") is wearing a size SMaterial: Viscose Rayon<br>  Hand Wash","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Colour Family': 'Indigo', 'Design Styling': 'Regular', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Fabric Purity': 'Blended', 'Hemline': 'Straight', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Keyhole Neck', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Abstract', 'Shape': 'Straight', 'Sleeve Length': 'Sleeveless', 'Sleeve Styling': 'No Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Khari Print', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
